Resident_ID,Resident_Name,Gender,Date_of_Birth,Mobile_Number,Email,Aadhaar_Number,Company_Name,Employee_ID,Occupation,Check_In_Date,Check_Out_Date,Room_Number,Bed_Number,Room_Type,Floor,Monthly_Rent,Deposit_Amount,Amount_Paid,Balance_Amount,Payment_Date,Payment_Method,Payment_Status,Occupancy_Status,Resident_Status,Emergency_Contact,Parent_Name,Parent_Contact,Permanent_Address,City,State,Pincode,Nationality,Religion,ID_Proof_Type,Aadhaar_Copy,Voter_ID_Copy,Joining_Date,Exit_Date,Bed_Status,Room_Capacity,Available_Beds,Remarks,Age
R00070,Resident 70,Female,15-11-1990,800000070,resident70@example.com,1.00E+11,TCS,EMP00070,Tester,01-01-2026,,RM135,B2,Double,4,6000,10000,6000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000070,Parent 70,600000070,Address 70,Hyderabad,Telangana,500070,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,35
R00071,Resident 71,Male,16-12-1991,800000071,resident71@example.com,1.00E+11,Infosys,EMP00071,Support Engineer,01-01-2026,,RM136,B1,Double,4,7000,10000,7000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000071,Parent 71,600000071,Address 71,Chennai,Tamil Nadu,500071,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,34
R00072,Resident 72,Female,17-01-1992,800000072,resident72@example.com,1.00E+11,Wipro,EMP00072,Software Engineer,01-01-2026,,RM136,B2,Double,4,8000,10000,4000,4000,05-07-2026,Cash,Partial,Occupied,Active,700000072,Parent 72,600000072,Address 72,Guntur,Andhra Pradesh,500072,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,34
R00073,Resident 73,Male,18-02-1993,800000073,resident73@example.com,1.00E+11,Accenture,EMP00073,Analyst,01-01-2026,,RM137,B1,Double,4,9000,10000,9000,0,05-07-2026,UPI,Paid,Occupied,Active,700000073,Parent 73,600000073,Address 73,Vijayawada,Andhra Pradesh,500073,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,33
R00074,Resident 74,Female,19-03-1994,800000074,resident74@example.com,1.00E+11,Capgemini,EMP00074,Tester,01-01-2026,,RM137,B2,Double,4,10000,10000,10000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000074,Parent 74,600000074,Address 74,Hyderabad,Telangana,500074,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,32
R00075,Resident 75,Male,20-04-1995,800000075,resident75@example.com,1.00E+11,TCS,EMP00075,Support Engineer,01-01-2026,,RM138,B1,Double,4,6000,10000,6000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000075,Parent 75,600000075,Address 75,Chennai,Tamil Nadu,500075,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,31
R00076,Resident 76,Female,21-05-1996,800000076,resident76@example.com,1.00E+11,Infosys,EMP00076,Software Engineer,01-01-2026,,RM138,B2,Double,4,7000,10000,3500,3500,05-07-2026,Cash,Partial,Occupied,Active,700000076,Parent 76,600000076,Address 76,Guntur,Andhra Pradesh,500076,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,30
R00077,Resident 77,Male,22-06-1997,800000077,resident77@example.com,1.00E+11,Wipro,EMP00077,Analyst,01-01-2026,,RM139,B1,Double,4,8000,10000,8000,0,05-07-2026,UPI,Paid,Occupied,Active,700000077,Parent 77,600000077,Address 77,Vijayawada,Andhra Pradesh,500077,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,29
R00078,Resident 78,Female,23-07-1998,800000078,resident78@example.com,1.00E+11,Accenture,EMP00078,Tester,01-01-2026,,RM139,B2,Double,4,9000,10000,9000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000078,Parent 78,600000078,Address 78,Hyderabad,Telangana,500078,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,28
R00079,Resident 79,Male,24-08-1999,800000079,resident79@example.com,1.00E+11,Capgemini,EMP00079,Support Engineer,01-01-2026,,RM140,B1,Double,4,10000,10000,10000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000079,Parent 79,600000079,Address 79,Chennai,Tamil Nadu,500079,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,26
R00080,Resident 80,Female,25-09-1990,800000080,resident80@example.com,1.00E+11,TCS,EMP00080,Software Engineer,01-01-2026,,RM140,B2,Double,4,6000,10000,3000,3000,05-07-2026,Cash,Partial,Occupied,Active,700000080,Parent 80,600000080,Address 80,Guntur,Andhra Pradesh,500080,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,35
R00081,Resident 81,Male,26-10-1991,800000081,resident81@example.com,1.00E+11,Infosys,EMP00081,Analyst,01-01-2026,,RM141,B1,Double,5,7000,10000,7000,0,05-07-2026,UPI,Paid,Occupied,Active,700000081,Parent 81,600000081,Address 81,Vijayawada,Andhra Pradesh,500081,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,34
R00082,Resident 82,Female,27-11-1992,800000082,resident82@example.com,1.00E+11,Wipro,EMP00082,Tester,01-01-2026,,RM141,B2,Double,5,8000,10000,8000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000082,Parent 82,600000082,Address 82,Hyderabad,Telangana,500082,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,33
R00083,Resident 83,Male,28-12-1993,800000083,resident83@example.com,1.00E+11,Accenture,EMP00083,Support Engineer,01-01-2026,,RM142,B1,Double,5,9000,10000,9000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000083,Parent 83,600000083,Address 83,Chennai,Tamil Nadu,500083,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,32
R00084,Resident 84,Female,01-01-1994,800000084,resident84@example.com,1.00E+11,Capgemini,EMP00084,Software Engineer,01-01-2026,,RM142,B2,Double,5,10000,10000,5000,5000,05-07-2026,Cash,Partial,Occupied,Active,700000084,Parent 84,600000084,Address 84,Guntur,Andhra Pradesh,500084,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,32
R00085,Resident 85,Male,02-02-1995,800000085,resident85@example.com,1.00E+11,TCS,EMP00085,Analyst,01-01-2026,,RM143,B1,Double,5,6000,10000,6000,0,05-07-2026,UPI,Paid,Occupied,Active,700000085,Parent 85,600000085,Address 85,Vijayawada,Andhra Pradesh,500085,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,31
R00086,Resident 86,Female,03-03-1996,800000086,resident86@example.com,1.00E+11,Infosys,EMP00086,Tester,01-01-2026,,RM143,B2,Double,5,7000,10000,7000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000086,Parent 86,600000086,Address 86,Hyderabad,Telangana,500086,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,30
R00087,Resident 87,Male,04-04-1997,800000087,resident87@example.com,1.00E+11,Wipro,EMP00087,Support Engineer,01-01-2026,,RM144,B1,Double,5,8000,10000,8000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000087,Parent 87,600000087,Address 87,Chennai,Tamil Nadu,500087,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,29
R00088,Resident 88,Female,05-05-1998,800000088,resident88@example.com,1.00E+11,Accenture,EMP00088,Software Engineer,01-01-2026,,RM144,B2,Double,5,9000,10000,4500,4500,05-07-2026,Cash,Partial,Occupied,Active,700000088,Parent 88,600000088,Address 88,Guntur,Andhra Pradesh,500088,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,28
R00089,Resident 89,Male,06-06-1999,800000089,resident89@example.com,1.00E+11,Capgemini,EMP00089,Analyst,01-01-2026,,RM145,B1,Double,5,10000,10000,10000,0,05-07-2026,UPI,Paid,Occupied,Active,700000089,Parent 89,600000089,Address 89,Vijayawada,Andhra Pradesh,500089,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,27
R00090,Resident 90,Female,07-07-1990,800000090,resident90@example.com,1.00E+11,TCS,EMP00090,Tester,01-01-2026,,RM145,B2,Double,5,6000,10000,6000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000090,Parent 90,600000090,Address 90,Hyderabad,Telangana,500090,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,36
R00091,Resident 91,Male,08-08-1991,800000091,resident91@example.com,1.00E+11,Infosys,EMP00091,Support Engineer,01-01-2026,,RM146,B1,Double,5,7000,10000,7000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000091,Parent 91,600000091,Address 91,Chennai,Tamil Nadu,500091,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,34
R00092,Resident 92,Female,09-09-1992,800000092,resident92@example.com,1.00E+11,Wipro,EMP00092,Software Engineer,01-01-2026,,RM146,B2,Double,5,8000,10000,4000,4000,05-07-2026,Cash,Partial,Occupied,Active,700000092,Parent 92,600000092,Address 92,Guntur,Andhra Pradesh,500092,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,33
R00093,Resident 93,Male,10-10-1993,800000093,resident93@example.com,1.00E+11,Accenture,EMP00093,Analyst,01-01-2026,,RM147,B1,Double,5,9000,10000,9000,0,05-07-2026,UPI,Paid,Occupied,Active,700000093,Parent 93,600000093,Address 93,Vijayawada,Andhra Pradesh,500093,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,32
R00094,Resident 94,Female,11-11-1994,800000094,resident94@example.com,1.00E+11,Capgemini,EMP00094,Tester,01-01-2026,,RM147,B2,Double,5,10000,10000,10000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000094,Parent 94,600000094,Address 94,Hyderabad,Telangana,500094,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,31
R00095,Resident 95,Male,12-12-1995,800000095,resident95@example.com,1.00E+11,TCS,EMP00095,Support Engineer,01-01-2026,,RM148,B1,Double,5,6000,10000,6000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000095,Parent 95,600000095,Address 95,Chennai,Tamil Nadu,500095,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,30
R00096,Resident 96,Female,13-01-1996,800000096,resident96@example.com,1.00E+11,Infosys,EMP00096,Software Engineer,01-01-2026,,RM148,B2,Double,5,7000,10000,3500,3500,05-07-2026,Cash,Partial,Occupied,Active,700000096,Parent 96,600000096,Address 96,Guntur,Andhra Pradesh,500096,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,30
R00097,Resident 97,Male,14-02-1997,800000097,resident97@example.com,1.00E+11,Wipro,EMP00097,Analyst,01-01-2026,,RM149,B1,Double,5,8000,10000,8000,0,05-07-2026,UPI,Paid,Occupied,Active,700000097,Parent 97,600000097,Address 97,Vijayawada,Andhra Pradesh,500097,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,29
R00098,Resident 98,Female,15-03-1998,800000098,resident98@example.com,1.00E+11,Accenture,EMP00098,Tester,01-01-2026,,RM149,B2,Double,5,9000,10000,9000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000098,Parent 98,600000098,Address 98,Hyderabad,Telangana,500098,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,28
R00099,Resident 99,Male,16-04-1999,800000099,resident99@example.com,1.00E+11,Capgemini,EMP00099,Support Engineer,01-01-2026,,RM150,B1,Double,5,10000,10000,10000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000099,Parent 99,600000099,Address 99,Chennai,Tamil Nadu,500099,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,27
R00100,Resident 100,Female,17-05-1990,800000100,resident100@example.com,1.00E+11,TCS,EMP00100,Software Engineer,01-01-2026,,RM150,B2,Double,5,6000,10000,3000,3000,05-07-2026,Cash,Partial,Occupied,Active,700000100,Parent 100,600000100,Address 100,Guntur,Andhra Pradesh,500100,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,36
R00101,Resident 101,Male,18-06-1991,800000101,resident101@example.com,1.00E+11,Infosys,EMP00101,Analyst,01-01-2026,,RM151,B1,Double,1,7000,10000,7000,0,05-07-2026,UPI,Paid,Occupied,Active,700000101,Parent 101,600000101,Address 101,Vijayawada,Andhra Pradesh,500101,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,35
R00102,Resident 102,Female,19-07-1992,800000102,resident102@example.com,1.00E+11,Wipro,EMP00102,Tester,01-01-2026,,RM151,B2,Double,1,8000,10000,8000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000102,Parent 102,600000102,Address 102,Hyderabad,Telangana,500102,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,34
R00103,Resident 103,Male,20-08-1993,800000103,resident103@example.com,1.00E+11,Accenture,EMP00103,Support Engineer,01-01-2026,,RM152,B1,Double,1,9000,10000,9000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000103,Parent 103,600000103,Address 103,Chennai,Tamil Nadu,500103,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,32
R00104,Resident 104,Female,21-09-1994,800000104,resident104@example.com,1.00E+11,Capgemini,EMP00104,Software Engineer,01-01-2026,,RM152,B2,Double,1,10000,10000,5000,5000,05-07-2026,Cash,Partial,Occupied,Active,700000104,Parent 104,600000104,Address 104,Guntur,Andhra Pradesh,500104,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,31
R00105,Resident 105,Male,22-10-1995,800000105,resident105@example.com,1.00E+11,TCS,EMP00105,Analyst,01-01-2026,,RM153,B1,Double,1,6000,10000,6000,0,05-07-2026,UPI,Paid,Occupied,Active,700000105,Parent 105,600000105,Address 105,Vijayawada,Andhra Pradesh,500105,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,30
R00106,Resident 106,Female,23-11-1996,800000106,resident106@example.com,1.00E+11,Infosys,EMP00106,Tester,01-01-2026,,RM153,B2,Double,1,7000,10000,7000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000106,Parent 106,600000106,Address 106,Hyderabad,Telangana,500106,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,29
R00107,Resident 107,Male,24-12-1997,800000107,resident107@example.com,1.00E+11,Wipro,EMP00107,Support Engineer,01-01-2026,,RM154,B1,Double,1,8000,10000,8000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000107,Parent 107,600000107,Address 107,Chennai,Tamil Nadu,500107,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,28
R00108,Resident 108,Female,25-01-1998,800000108,resident108@example.com,1.00E+11,Accenture,EMP00108,Software Engineer,01-01-2026,,RM154,B2,Double,1,9000,10000,4500,4500,05-07-2026,Cash,Partial,Occupied,Active,700000108,Parent 108,600000108,Address 108,Guntur,Andhra Pradesh,500108,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,28
R00109,Resident 109,Male,26-02-1999,800000109,resident109@example.com,1.00E+11,Capgemini,EMP00109,Analyst,01-01-2026,,RM155,B1,Double,1,10000,10000,10000,0,05-07-2026,UPI,Paid,Occupied,Active,700000109,Parent 109,600000109,Address 109,Vijayawada,Andhra Pradesh,500109,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,27
R00110,Resident 110,Female,27-03-1990,800000110,resident110@example.com,1.00E+11,TCS,EMP00110,Tester,01-01-2026,,RM155,B2,Double,1,6000,10000,6000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000110,Parent 110,600000110,Address 110,Hyderabad,Telangana,500110,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,36
R00111,Resident 111,Male,28-04-1991,800000111,resident111@example.com,1.00E+11,Infosys,EMP00111,Support Engineer,01-01-2026,,RM156,B1,Double,1,7000,10000,7000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000111,Parent 111,600000111,Address 111,Chennai,Tamil Nadu,500111,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,35
R00112,Resident 112,Female,01-05-1992,800000112,resident112@example.com,1.00E+11,Wipro,EMP00112,Software Engineer,01-01-2026,,RM156,B2,Double,1,8000,10000,4000,4000,05-07-2026,Cash,Partial,Occupied,Active,700000112,Parent 112,600000112,Address 112,Guntur,Andhra Pradesh,500112,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,34
R00113,Resident 113,Male,02-06-1993,800000113,resident113@example.com,1.00E+11,Accenture,EMP00113,Analyst,01-01-2026,,RM157,B1,Double,1,9000,10000,9000,0,05-07-2026,UPI,Paid,Occupied,Active,700000113,Parent 113,600000113,Address 113,Vijayawada,Andhra Pradesh,500113,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,33
R00114,Resident 114,Female,03-07-1994,800000114,resident114@example.com,1.00E+11,Capgemini,EMP00114,Tester,01-01-2026,,RM157,B2,Double,1,10000,10000,10000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000114,Parent 114,600000114,Address 114,Hyderabad,Telangana,500114,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,32
R00115,Resident 115,Male,04-08-1995,800000115,resident115@example.com,1.00E+11,TCS,EMP00115,Support Engineer,01-01-2026,,RM158,B1,Double,1,6000,10000,6000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000115,Parent 115,600000115,Address 115,Chennai,Tamil Nadu,500115,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,30
R00116,Resident 116,Female,05-09-1996,800000116,resident116@example.com,1.00E+11,Infosys,EMP00116,Software Engineer,01-01-2026,,RM158,B2,Double,1,7000,10000,3500,3500,05-07-2026,Cash,Partial,Occupied,Active,700000116,Parent 116,600000116,Address 116,Guntur,Andhra Pradesh,500116,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,29
R00117,Resident 117,Male,06-10-1997,800000117,resident117@example.com,1.00E+11,Wipro,EMP00117,Analyst,01-01-2026,,RM159,B1,Double,1,8000,10000,8000,0,05-07-2026,UPI,Paid,Occupied,Active,700000117,Parent 117,600000117,Address 117,Vijayawada,Andhra Pradesh,500117,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,28
R00118,Resident 118,Female,07-11-1998,800000118,resident118@example.com,1.00E+11,Accenture,EMP00118,Tester,01-01-2026,,RM159,B2,Double,1,9000,10000,9000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000118,Parent 118,600000118,Address 118,Hyderabad,Telangana,500118,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,27
R00119,Resident 119,Male,08-12-1999,800000119,resident119@example.com,1.00E+11,Capgemini,EMP00119,Support Engineer,01-01-2026,,RM160,B1,Double,1,10000,10000,10000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000119,Parent 119,600000119,Address 119,Chennai,Tamil Nadu,500119,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,26
R00120,Resident 120,Female,09-01-1990,800000120,resident120@example.com,1.00E+11,TCS,EMP00120,Software Engineer,01-01-2026,,RM160,B2,Double,1,6000,10000,3000,3000,05-07-2026,Cash,Partial,Occupied,Active,700000120,Parent 120,600000120,Address 120,Guntur,Andhra Pradesh,500120,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,36
R00121,Resident 121,Male,10-02-1991,800000121,resident121@example.com,1.00E+11,Infosys,EMP00121,Analyst,01-01-2026,,RM161,B1,Double,2,7000,10000,7000,0,05-07-2026,UPI,Paid,Occupied,Active,700000121,Parent 121,600000121,Address 121,Vijayawada,Andhra Pradesh,500121,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,35
R00122,Resident 122,Female,11-03-1992,800000122,resident122@example.com,1.00E+11,Wipro,EMP00122,Tester,01-01-2026,,RM161,B2,Double,2,8000,10000,8000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000122,Parent 122,600000122,Address 122,Hyderabad,Telangana,500122,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,34
R00123,Resident 123,Male,12-04-1993,800000123,resident123@example.com,1.00E+11,Accenture,EMP00123,Support Engineer,01-01-2026,,RM162,B1,Double,2,9000,10000,9000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000123,Parent 123,600000123,Address 123,Chennai,Tamil Nadu,500123,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,33
R00124,Resident 124,Female,13-05-1994,800000124,resident124@example.com,1.00E+11,Capgemini,EMP00124,Software Engineer,01-01-2026,,RM162,B2,Double,2,10000,10000,5000,5000,05-07-2026,Cash,Partial,Occupied,Active,700000124,Parent 124,600000124,Address 124,Guntur,Andhra Pradesh,500124,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,32
R00125,Resident 125,Male,14-06-1995,800000125,resident125@example.com,1.00E+11,TCS,EMP00125,Analyst,01-01-2026,,RM163,B1,Double,2,6000,10000,6000,0,05-07-2026,UPI,Paid,Occupied,Active,700000125,Parent 125,600000125,Address 125,Vijayawada,Andhra Pradesh,500125,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,31
R00126,Resident 126,Female,15-07-1996,800000126,resident126@example.com,1.00E+11,Infosys,EMP00126,Tester,01-01-2026,,RM163,B2,Double,2,7000,10000,7000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000126,Parent 126,600000126,Address 126,Hyderabad,Telangana,500126,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,30
R00127,Resident 127,Male,16-08-1997,800000127,resident127@example.com,1.00E+11,Wipro,EMP00127,Support Engineer,01-01-2026,,RM164,B1,Double,2,8000,10000,8000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000127,Parent 127,600000127,Address 127,Chennai,Tamil Nadu,500127,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,28
R00128,Resident 128,Female,17-09-1998,800000128,resident128@example.com,1.00E+11,Accenture,EMP00128,Software Engineer,01-01-2026,,RM164,B2,Double,2,9000,10000,4500,4500,05-07-2026,Cash,Partial,Occupied,Active,700000128,Parent 128,600000128,Address 128,Guntur,Andhra Pradesh,500128,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,27
R00129,Resident 129,Male,18-10-1999,800000129,resident129@example.com,1.00E+11,Capgemini,EMP00129,Analyst,01-01-2026,,RM165,B1,Double,2,10000,10000,10000,0,05-07-2026,UPI,Paid,Occupied,Active,700000129,Parent 129,600000129,Address 129,Vijayawada,Andhra Pradesh,500129,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,26
R00130,Resident 130,Female,19-11-1990,800000130,resident130@example.com,1.00E+11,TCS,EMP00130,Tester,01-01-2026,,RM165,B2,Double,2,6000,10000,6000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000130,Parent 130,600000130,Address 130,Hyderabad,Telangana,500130,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,35
R00131,Resident 131,Male,20-12-1991,800000131,resident131@example.com,1.00E+11,Infosys,EMP00131,Support Engineer,01-01-2026,,RM166,B1,Double,2,7000,10000,7000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000131,Parent 131,600000131,Address 131,Chennai,Tamil Nadu,500131,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,34
R00132,Resident 132,Female,21-01-1992,800000132,resident132@example.com,1.00E+11,Wipro,EMP00132,Software Engineer,01-01-2026,,RM166,B2,Double,2,8000,10000,4000,4000,05-07-2026,Cash,Partial,Occupied,Active,700000132,Parent 132,600000132,Address 132,Guntur,Andhra Pradesh,500132,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,34
R00133,Resident 133,Male,22-02-1993,800000133,resident133@example.com,1.00E+11,Accenture,EMP00133,Analyst,01-01-2026,,RM167,B1,Double,2,9000,10000,9000,0,05-07-2026,UPI,Paid,Occupied,Active,700000133,Parent 133,600000133,Address 133,Vijayawada,Andhra Pradesh,500133,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,33
R00134,Resident 134,Female,23-03-1994,800000134,resident134@example.com,1.00E+11,Capgemini,EMP00134,Tester,01-01-2026,,RM167,B2,Double,2,10000,10000,10000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000134,Parent 134,600000134,Address 134,Hyderabad,Telangana,500134,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,32
R00135,Resident 135,Male,24-04-1995,800000135,resident135@example.com,1.00E+11,TCS,EMP00135,Support Engineer,01-01-2026,,RM168,B1,Double,2,6000,10000,6000,0,05-07-2026,Google Pay,Paid,Occupied,Active,700000135,Parent 135,600000135,Address 135,Chennai,Tamil Nadu,500135,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,31
R00136,Resident 136,Female,25-05-1996,800000136,resident136@example.com,1.00E+11,Infosys,EMP00136,Software Engineer,01-01-2026,,RM168,B2,Double,2,7000,10000,3500,3500,05-07-2026,Cash,Partial,Occupied,Active,700000136,Parent 136,600000136,Address 136,Guntur,Andhra Pradesh,500136,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,1,,30
R00137,Resident 137,Male,26-06-1997,800000137,resident137@example.com,1.00E+11,Wipro,EMP00137,Analyst,01-01-2026,,RM169,B1,Double,2,8000,10000,8000,0,05-07-2026,UPI,Paid,Occupied,Active,700000137,Parent 137,600000137,Address 137,Vijayawada,Andhra Pradesh,500137,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,29
R00138,Resident 138,Female,27-07-1998,800000138,resident138@example.com,1.00E+11,Accenture,EMP00138,Tester,01-01-2026,,RM169,B2,Double,2,9000,10000,9000,0,05-07-2026,PhonePe,Paid,Occupied,Active,700000138,Parent 138,600000138,Address 138,Hyderabad,Telangana,500138,Indian,Hindu,Aadhaar,Yes,Yes,01-01-2026,,Occupied,2,0,,27
